Path to each video;ID conserved of an individual;noise or worm ?;Comments
Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM8;22;noise;
Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM8;23;noise;
Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM8;24;noise;
Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM8;25;noise;
Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM8;26;noise;
Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM8;27;noise;
Minipatches_light_20260116/20221016T113946_SmallPatches_C4-CAM4;NA;NA;no traj.csv file
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;1;worm;1 worm
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;2;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;3;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;4;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;5;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;6;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;7;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;8;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;9;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;10;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;11;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;12;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;13;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;14;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;15;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;16;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;17;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;18;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;19;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;20;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;21;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;22;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;23;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;24;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;25;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;26;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;27;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;28;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;29;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;30;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;31;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;32;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;33;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;34;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;35;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;36;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;37;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;38;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;39;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;40;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;41;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;42;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;43;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;44;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;45;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;46;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;47;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;48;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;49;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;50;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;51;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;52;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;53;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;54;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;55;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;56;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;57;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;58;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;59;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;60;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;61;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;62;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;63;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;64;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;65;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;66;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;67;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;68;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;69;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;70;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;71;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;72;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;73;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;74;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;75;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;76;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;77;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;78;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;79;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;80;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;81;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;82;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;83;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;84;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;85;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;86;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;87;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;88;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;89;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;90;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;91;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;92;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;93;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;94;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;95;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;96;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;97;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;98;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;99;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;100;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;101;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;102;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;103;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;104;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;105;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;106;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;107;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;108;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;109;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;110;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;111;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;112;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;113;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;114;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;115;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;116;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;117;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;118;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;119;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;120;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;121;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;122;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;123;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;124;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;125;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;126;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;127;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;128;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;129;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;130;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;131;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;132;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;133;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;134;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;135;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;136;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;137;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;138;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;139;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;140;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;141;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;142;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;143;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;144;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;145;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;146;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;147;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;148;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;149;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;150;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;151;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;152;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;153;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;154;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;155;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;156;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;157;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;158;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;159;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;160;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;161;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;162;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;163;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;164;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;165;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;166;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;167;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;168;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;169;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;170;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;171;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;172;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;173;noise;
Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM2;174;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;1;worm;1 worm
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;2;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;3;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;4;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;5;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;6;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;7;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;8;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;9;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;10;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;11;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;12;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;13;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;14;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;15;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;16;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;17;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;18;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;19;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;20;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;21;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;22;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;23;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;24;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;25;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;26;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;27;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;28;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;29;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;30;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;31;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;32;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;33;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;34;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;35;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;36;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;37;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;38;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;39;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;40;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;41;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;42;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;43;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;44;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;45;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;46;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;47;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;48;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;49;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;50;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;51;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;52;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;53;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;54;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;55;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;56;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;57;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;58;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;59;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;60;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;61;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;62;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;63;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;64;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;65;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;66;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;67;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;68;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;69;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;70;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;71;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;72;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;73;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;74;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;75;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;76;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;77;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;78;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;79;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;80;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;81;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;82;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;83;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;84;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;85;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;86;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;87;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;88;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;89;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;90;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;91;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;92;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;93;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;94;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;95;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;96;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;97;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;98;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;99;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;100;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;101;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;102;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;103;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;104;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;105;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;106;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;107;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;108;noise;
Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;109;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;1;Worm 1;2 worms
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;2;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;3;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;4;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;5;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;6;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;7;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;8;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;9;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;10;Worm 2;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;11;Worm 1;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;12;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;13;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;14;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;15;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;16;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;17;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;18;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;19;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;20;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;21;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;22;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;23;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;24;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;25;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;26;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;27;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;28;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;29;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;30;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;31;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;32;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;33;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;34;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;35;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;36;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;37;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;38;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;39;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;40;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;41;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;42;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;43;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;44;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;45;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;46;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;47;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;48;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;49;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;50;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;51;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;52;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;53;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;54;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;55;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;56;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;57;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;58;noise;
